timestamp,value,is_anomaly
1136275200,1268.800048828125,0
1136361600,1273.4599609375,0
1136448000,1273.47998046875,0
1136534400,1285.449951171875,0
1136793600,1290.1500244140625,0
1136880000,1289.68994140625,0
1136966400,1294.1800537109375,0
1137052800,1286.06005859375,0
1137139200,1287.6099853515625,0
1137484800,1282.9300537109375,0
1137571200,1277.9300537109375,0
1137657600,1285.0400390625,0
1137744000,1261.489990234375,0
1138003200,1263.8199462890625,0
1138089600,1266.8599853515625,0
1138176000,1264.6800537109375,0
1138262400,1273.8299560546875,0
1138348800,1283.719970703125,0
1138608000,1285.18994140625,0
1138694400,1280.0799560546875,0
1138780800,1282.4599609375,0
1138867200,1270.8399658203125,0
1138953600,1264.030029296875,0
1139212800,1265.02001953125,0
1139299200,1254.780029296875,0
1139385600,1265.6500244140625,0
1139472000,1263.780029296875,0
1139558400,1266.989990234375,0
1139817600,1262.8599853515625,0
1139904000,1275.530029296875,0
1139990400,1280.0,0
1140076800,1289.3800048828125,0
1140163200,1287.239990234375,0
1140508800,1283.030029296875,0
1140595200,1292.6700439453125,0
1140681600,1287.7900390625,0
1140768000,1289.4300537109375,0
1141027200,1294.1199951171875,0
1141113600,1280.6600341796875,0
1141200000,1291.239990234375,0
1141286400,1289.1400146484375,0
1141372800,1287.22998046875,0
1141632000,1278.260009765625,0
1141718400,1341.8714953876179,1
1141804800,1278.469970703125,0
1141891200,1272.22998046875,0
1141977600,1281.4200439453125,0
1142236800,1284.1300048828125,0
1142323200,1297.47998046875,0
1142409600,1303.02001953125,0
1142496000,1305.3299560546875,0
1142582400,1307.25,0
1142841600,1305.0799560546875,0
1142928000,1297.22998046875,0
1143014400,1305.0400390625,0
1143100800,1301.6700439453125,0
1143187200,1302.949951171875,0
1143446400,1301.6099853515625,0
1143532800,1293.22998046875,0
1143619200,1349.1652768187687,1
1143705600,1300.25,0
1143792000,1294.8699951171875,0
1144047600,1297.81005859375,0
1144134000,1305.9300537109375,0
1144220400,1311.56005859375,0
1144306800,1309.0400390625,0
1144393200,1295.5,0
1144652400,1296.6199951171875,0
1144738800,1286.5699462890625,0
1144825200,1288.1199951171875,0
1144911600,1289.1199951171875,0
1145257200,1285.3299560546875,0
1145343600,1307.280029296875,0
1145430000,1309.9300537109375,0
1145516400,1311.4599609375,0
1145602800,1311.280029296875,0
1145862000,1308.1099853515625,0
1145948400,1301.739990234375,0
1146034800,1305.4100341796875,0
1146121200,1309.719970703125,0
1146207600,1310.6099853515625,0
1146466800,1305.18994140625,0
1146553200,1313.2099609375,0
1146639600,1308.1199951171875,0
1146726000,1312.25,0
1146812400,1325.760009765625,0
1147071600,1324.6600341796875,0
1147158000,1325.1400146484375,0
1147244400,1322.8499755859375,0
1147330800,1305.9200439453125,0
1147417200,1291.239990234375,0
1147676400,1294.5,0
1147762800,1292.0799560546875,0
1147849200,1270.3199462890625,0
1147935600,1261.81005859375,0
1148022000,1267.030029296875,0
1148281200,1262.0699462890625,0
1148367600,1256.5799560546875,0
1148454000,1258.5699462890625,0
1148540400,1272.8800048828125,0
1148626800,1280.1600341796875,0
1148972400,1259.8699951171875,0
1149058800,1270.0899658203125,0
1149145200,1285.7099609375,0
1149231600,1288.219970703125,0
1149490800,1265.2900390625,0
1149577200,1263.8499755859375,0
1149663600,1256.1500244140625,0
1149750000,1257.9300537109375,0
