timestamp,value,is_anomaly
1041494400,24.5,0
1041580800,24.423076629638672,0
1041840000,25.048076629638672,0
1041926400,24.903846740722656,0
1042012800,24.519229888916016,0
1042099200,24.903846740722656,0
1042185600,24.663461685180664,0
1042444800,24.653846740722656,0
1042531200,24.721153259277344,0
1042617600,25.67529632094515,1
1042704000,24.06730842590332,0
1042790400,23.923076629638672,0
1043136000,23.134614944458008,0
1043222400,22.644229888916016,0
1043308800,23.028846740722656,0
1043395200,22.173076629638672,0
1043654400,22.163461685180664,0
1043740800,22.259614944458008,0
1043827200,22.144229888916016,0
1043913600,21.68269157409668,0
1044000000,22.25,0
1044259200,22.740385055541992,0
1044345600,22.163461685180664,0
1044432000,22.115385055541992,0
1044518400,22.009614944458008,0
1044604800,21.826923370361328,0
1044864000,21.759614944458008,0
1044950400,21.634614944458008,0
1045036800,21.394229888916016,0
1045123200,21.31730842590332,0
1045209600,21.615385055541992,0
1045555200,22.028846740722656,0
1045641600,22.451923370361328,0
1045728000,22.451923370361328,0
1045814400,22.884614944458008,0
1046073600,21.513631093675862,1
1046160000,23.05769157409668,0
1046246400,22.471153259277344,0
1046332800,22.980770111083984,0
1046419200,23.125,0
1046678400,22.980770111083984,0
1046764800,22.5,0
1046851200,22.884614944458008,0
1046937600,23.028846740722656,0
1047024000,23.365385055541992,0
1047283200,22.69230842590332,0
1047369600,22.451923370361328,0
1047456000,22.884614944458008,0
1047542400,24.240385055541992,0
1047628800,26.03195325416561,1
1047888000,25.259614944458008,0
1047974400,25.384614944458008,0
1048060800,25.94230842590332,0
1048147200,25.81730842590332,0
1048233600,26.923076629638672,0
1048492800,25.701923370361328,0
1048579200,25.94230842590332,0
1048665600,25.576923370361328,0
1048752000,25.423076629638672,0
1048838400,23.21044462592976,1
1049097600,25.972913400348173,1
1049184000,25.125,0
1049270400,26.009614944458008,0
1049356800,24.86132075443874,1
1049443200,26.56730842590332,0
1049698800,26.69230842590332,0
1049785200,26.980770111083984,0
1049871600,26.25,0
1049958000,26.326923370361328,0
1050044400,26.586538314819336,0
1050303600,26.69230842590332,0
1050390000,27.211538314819336,0
1050476400,26.759614944458008,0
1050562800,27.394229888916016,0
1050908400,27.076923370361328,0
1050994800,27.875,0
1051081200,28.259614944458008,0
1051167600,27.980770111083984,0
1051254000,27.990385055541992,0
1051513200,28.384614944458008,0
1051599600,28.269229888916016,0
1051686000,28.31730842590332,0
1051772400,27.980770111083984,0
1051858800,27.961538314819336,0
1052118000,27.721153259277344,0
1052204400,28.0,0
1052290800,27.740385055541992,0
1052377200,27.375,0
1052463600,27.884614944458008,0
1052722800,27.855770111083984,0
1052809200,27.451923370361328,0
1052895600,27.509614944458008,0
1052982000,27.384614944458008,0
1053068400,26.778846740722656,0
1053327600,26.490385055541992,0
1053414000,26.663461685180664,0
1053500400,26.538461685180664,0
1053586800,26.663461685180664,0
